station_id,station_name,lat,lon,capacity
7208,80 Clinton St (North of College),43.656296,-79.414663,11
7276,Bloor St W / Balmuto St,43.669903,-79.387802,11
7275,Queen St W / James St,43.652276,-79.380701,11
7236,Thompson St / Broadview Ave - SMART,43.659471,-79.350325,11
7458,Church St / Lombard St,43.651678,-79.375233,11
7342,Morse St / Eastern Ave,43.657991,-79.340075,11
7087,Danforth Ave / Aldridge Ave,43.684758,-79.316767,11
7070,25 York St – Union Station South,43.643667,-79.380414,11
7375,Front St E / Scott St,43.6476616,-79.37549,11
7129,Davenport Rd / Avenue Rd,43.674991,-79.396273,11
7120,Gerrard St E / River St,43.663993,-79.358534,11
7111,King St W / Douro St,43.640885,-79.416379,11
7417,King St W / Jordan St,43.648928,-79.378623,11
7103,Jimmie Simpson Park (Queen St E),43.6605603,-79.3437663,11
7062,University Ave / College St (West),43.659226,-79.390213,11
7091,Donlands Station,43.681126,-79.337779,11
7456,Belmont St / Davenport Rd - SMART,43.674788,-79.392492,11
7069,Queen St W / Spadina Ave,43.649147,-79.395504,11
7084,High Park - Grenadier Cafe,43.645599,-79.4657123,11
7078,College St / Major St,43.6576,-79.4032,11
7004,University Ave / Elm St,43.656518,-79.389099,10
7149,Yarmouth Rd / Christie St,43.67,-79.42083333333333,10
7435,Rushton Rd / St Clair Ave W - SMART,43.68114,-79.4277,10
7256,Vanauley St / Queen St W - SMART,43.648437,-79.39838,9
7132,Kendal Ave / Spadina Rd,43.670318,-79.405181,9
7245,Tecumseth St / Queen St W - SMART,43.646552,-79.406468,9
7287,Queen St E / Pape Ave - SMART,43.661673,-79.337789,8
7368,Lisgar St / Dundas St SMART,43.6493472,-79.42668,8
7094,Chester Station (Green P),43.6784556,-79.351014,7
7514,Humber Bay Shores Park / Marine Parade Dr,43.626265,-79.476723,0
