trip_id,trip_start_time,trip_stop_time,trip_duration_seconds,from_station_id,from_station_name,to_station_id,to_station_name,user_type,origin_lat,origin_lon,destination_lat,destination_lon
712879,2017/1/1 23:55,2017/1/2 0:08,789,7066,Willcocks St / St. George St,7202,Queen St W / York St (City Hall),Casual,43.662085,-79.397735,43.651667,-79.384167
712880,2017/1/1 23:55,2017/1/2 0:08,779,7066,Willcocks St / St. George St,7202,Queen St W / York St (City Hall),Casual,43.662085,-79.397735,43.651667,-79.384167
712881,2017/1/1 23:55,2017/1/2 0:05,604,7211,Fort York Blvd / Garrison Rd,7193,Queen St W / Gladstone Ave,Member,43.6375,-79.40611111,43.64305556,-79.4275
712882,2017/1/1 23:59,2017/1/2 0:17,1117,7099,Cherry St / Mill St,7121,Jarvis St / Dundas St E,Casual,43.651248,-79.357848,43.657266,-79.374756
712883,2017/1/1 23:59,2017/1/2 0:12,813,7099,Cherry St / Mill St,7121,Jarvis St / Dundas St E,Casual,43.651248,-79.357848,43.657266,-79.374756
712884,2017/1/1 23:59,2017/1/2 0:03,225,7027,Beverly  St / Dundas St W,7032,Augusta Ave / Dundas St W,Member,43.652823,-79.393388,43.652473,-79.401456
712885,2017/1/1 23:59,2017/1/2 0:12,769,7146,Christie St / Benson Ave (Wychwood Barns),7196,Roxton Rd / Harbord St,Member,43.68,-79.425,43.65905,-79.422988
712886,2017/1/2 0:01,2017/1/2 0:14,804,7027,Beverly  St / Dundas St W,7176,Bathurst St / Fort York Blvd,Member,43.652823,-79.393388,43.639179,-79.399595
712887,2017/1/2 0:04,2017/1/2 0:20,989,7074,Spadina Ave / Sussex Ave,7193,Queen St W / Gladstone Ave,Member,43.6500392,-79.3733541,43.64305556,-79.4275
712888,2017/1/2 0:04,2017/1/2 0:06,110,7162,Hayter St / Laplante Ave,7012,Elizabeth St / Edward St (Bus Terminal),Member,43.65916667,-79.38555556,43.656026,-79.385327
712889,2017/1/2 0:05,2017/1/2 0:12,422,7077,College Park South,7067,Yonge St / Harbour St,Member,43.659777,-79.382767,43.643795,-79.375413
712890,2017/1/2 0:05,2017/1/2 0:10,288,7020,Phoebe St / Spadina Ave,7049,Queen St W / Portland St,Member,43.650033,-79.396555,43.6476,-79.4015
712891,2017/1/2 0:05,2017/1/2 0:10,299,7079,McGill St / Church St,7047,University Ave / Gerrard St W,Member,43.660694,-79.379052,43.657763,-79.389165
712892,2017/1/2 0:07,2017/1/2 0:14,410,7042,Sherbourne St / Wellesley St,7006,Bay St / College St (East Side),Member,43.6673,-79.374,43.660439,-79.385525
712893,2017/1/2 0:08,2017/1/2 0:18,611,7171,Ontario Place Blvd / Remembrance Dr,7043,Queens Quay W / Lower Simcoe St,Member,43.6322445,-79.4108105,43.63951,-79.383717
712894,2017/1/2 0:09,2017/1/2 0:29,1214,7097,Riverdale Park North (Broadview Ave),7087,Danforth Ave / Aldridge Ave,Member,43.671172,-79.354704,43.684758,-79.316767
712895,2017/1/2 0:11,2017/1/2 0:22,668,7026,Bay St / St. Joseph St,7022,Simcoe St / Queen St W,Member,43.665527,-79.387499,43.650858,-79.387582
712896,2017/1/2 0:11,2017/1/2 0:22,666,7026,Bay St / St. Joseph St,7022,Simcoe St / Queen St W,Member,43.665527,-79.387499,43.650858,-79.387582
712897,2017/1/2 0:13,2017/1/2 0:38,1473,7177,East Liberty St / Pirandello St,7013,Scott St / The Esplanade,Casual,43.63861111,-79.41472222,43.64656,-79.375274
712898,2017/1/2 0:13,2017/1/2 0:38,1453,7177,East Liberty St / Pirandello St,7013,Scott St / The Esplanade,Casual,43.63861111,-79.41472222,43.64656,-79.375274
712899,2017/1/2 0:14,2017/1/2 0:16,155,7052,Wellington St W / Bay St,7057,Simcoe St / Wellington St W,Member,43.647259,-79.379878,43.6458569,-79.3853654
712900,2017/1/2 0:15,2017/1/2 0:26,691,7188,Exhibition GO (Atlantic Ave),7059,Front St W / Blue Jays Way,Member,43.63666667,-79.41972222,43.643473,-79.390477
712901,2017/1/2 0:19,2017/1/2 0:32,791,7158,King St W / Stafford St,7019,Temperance St / Yonge St,Member,43.6422222,-79.41111111,43.6507021,-79.3800546
712902,2017/1/2 0:20,2017/1/2 0:42,1344,7188,Exhibition GO (Atlantic Ave),7068,Dockside Dr / Queens Quay E (Sugar Beach),Member,43.63666667,-79.41972222,,
712903,2017/1/2 0:23,2017/1/2 0:41,1116,7022,Simcoe St / Queen St W,7161,Beverly St / College St W,Member,43.650858,-79.387582,43.6575,-79.39527778
712904,2017/1/2 0:23,2017/1/2 0:41,1121,7022,Simcoe St / Queen St W,7161,Beverly St / College St W,Member,43.650858,-79.387582,43.6575,-79.39527778
712905,2017/1/2 0:23,2017/1/2 0:43,1181,7172,Strachan Ave / Princes' Blvd,7076,York St / Queens Quay W,Casual,43.635,-79.40888889,43.640132,-79.380464
712906,2017/1/2 0:24,2017/1/2 0:51,1622,7176,Bathurst St / Fort York Blvd,7024,Dundonald St / Church St,Member,43.639179,-79.399595,43.66663,-79.38148
712907,2017/1/2 0:24,2017/1/2 0:43,1131,7172,Strachan Ave / Princes' Blvd,7076,York St / Queens Quay W,Casual,43.635,-79.40888889,43.640132,-79.380464
712908,2017/1/2 0:24,2017/1/2 0:43,1115,7172,Strachan Ave / Princes' Blvd,7076,York St / Queens Quay W,Casual,43.635,-79.40888889,43.640132,-79.380464
712909,2017/1/2 0:26,2017/1/2 0:36,594,7022,Simcoe St / Queen St W,7006,Bay St / College St (East Side),Member,43.650858,-79.387582,43.660439,-79.385525
712911,2017/1/2 0:29,2017/1/2 0:47,1086,7018,Bremner Blvd / Rees St,7077,College Park South,Casual,43.641529,-79.386741,43.659777,-79.382767
712912,2017/1/2 0:29,2017/1/2 0:47,1056,7018,Bremner Blvd / Rees St,7077,College Park South,Casual,43.641529,-79.386741,43.659777,-79.382767
712914,2017/1/2 0:36,2017/1/2 0:46,603,7158,King St W / Stafford St,7102,Nelson St / Duncan St,Member,43.6422222,-79.41111111,43.648711,-79.389728
712915,2017/1/2 0:36,2017/1/2 0:44,494,7188,Exhibition GO (Atlantic Ave),7148,King St W / Joe Shuster Way,Member,43.63666667,-79.41972222,43.639444,-79.423611
712916,2017/1/2 0:38,2017/1/2 0:44,318,7013,Scott St / The Esplanade,7101,Lower Sherbourne St / The Esplanade,Member,43.64656,-79.375274,43.648655,-79.367061
712918,2017/1/2 0:41,2017/1/2 0:51,598,7161,Beverly St / College St W,7026,Bay St / St. Joseph St,Member,43.6575,-79.39527778,43.665527,-79.387499
712917,2017/1/2 0:41,2017/1/2 0:51,587,7161,Beverly St / College St W,7026,Bay St / St. Joseph St,Member,43.6575,-79.39527778,43.665527,-79.387499
712919,2017/1/2 0:43,2017/1/2 1:15,1911,7068,Dockside Dr / Queens Quay E (Sugar Beach),7093,Danforth Ave / Gough Ave,Member,,,43.678401,-79.346289
712920,2017/1/2 0:56,2017/1/2 1:42,2729,7041,Edward St / Yonge St,7069,Queen St W / Spadina Ave,Member,43.656729,-79.382736,43.649147,-79.395504
